Mean Absolute Error (MAE),Mean Squared Error (MSE),Root Mean Squared Error (RMSE),R2 Score,Mean Absolute Percentage Error (MAPE),Median Absolute Error (MedAE),all_indices,train_indices,test_indices,model,predict_Educational_to_Recreational_Ratio
